"platform","name","rate_per_1k","cost_per_1k","min_qty","max_qty","provider","id"
"instagram","🇺🇸 Instagram Followers [MIX USA] [Refill: 30D] [200K] [Start Time: 0 - 1 Hr] [Speed: 50K/D] ♻️🔥","7.98","5.7","50","200000","wizsmm","66fc9681-76f2-4e9f-a7c9-f14b700b92fe"
"instagram","Instagram Likes [High Quality] [Cancel Enabled] [No Refill] [300K+/D] [Instant]","0.056","0.04","1","10000000","wizsmm","67da2af1-2462-452d-b5c9-ea6c9c4229a6"
"instagram","💎🇺🇸 Instagram Likes [USA - Real] [NO-DROP]","3.304","2.36","20","2000","wizsmm","68ac7da5-9ea4-4f18-aa07-9a7a839d56bc"
"instagram","Instagram Story Views [One Story] [Mix] [High Quality] [10K/D] [0-1/H]","0.294","0.21","10","5000","wizsmm","68c65353-663a-4888-b5ac-ac9ccbc16ede"
"instagram","Instagram Impressions","0.0672","0.048","100","5000000","wizsmm","68e9f3a2-046e-42a2-bfea-b41973c31c35"
"instagram","Instagram Auto likes [ india ]","0.224","0.16","50","100000","wizsmm","6a519fd3-c44e-4d09-b500-b04457215c50"
"instagram","Instagram SPLIT Likes [FEMALE] | Last 20 posts [Enter Username]","1.05","0.75","400","1000000","wizsmm","6a58ef30-129c-41e5-a121-ee25580c454e"
"instagram","Instagram | Comments | Extremely Fast | JAPAN | Male | Random Positive | Texts [JAPANESE] | Start: Instant | Speed: 20K/day","26.208","18.72","10","100","wizsmm","6bc7bd55-8bfe-450d-86f6-523091de3179"
"instagram","🇫🇷 Instagram France Followers – [ Special ] [ Mixed ] [ Non-Drop ] [ Real Service ] NO REFILL","31.836","22.74","25","1000","wizsmm","6cd6faec-dcbe-40d2-8c8e-6b52d2ac8af2"
"instagram","Instagram ARAB Followers [ AR30 - 100% Real ]","4.536","3.24","10","5000","wizsmm","6d269137-a986-4fed-835f-425af8fc94d0"
"instagram","🇺🇸 Instagram Likes [USA] [Refill: 30D] [10K] [Start Time: 0 - 1 Hr] [Speed: 10K/D]💧","0.742","0.53","10","10000","wizsmm","6e9cfbf9-4be1-4a24-b5f5-72c0604b913d"
"instagram","Instagram Likes - [ Max - 100k ] [ 100k/day ] INSTANT","0.126","0.09","100","1000000","wizsmm","6ec433e8-e306-41b6-bd63-448ccfe8d492"
"instagram","Instagram Story Impressions + Profile Visits","0.252","0.18","100","5000","wizsmm","7104b9c4-fcbb-41b8-a15c-3217bbd3b553"
"instagram","Instagram Shares [Instant]","0.14","0.1","100","10000000","wizsmm","7191fae0-953b-419c-96c4-a85c790f2697"
"instagram","Instagram Followers - KR","21","15","20","3000","wizsmm","71e24938-3def-4340-89a4-4338b1056c35"
"instagram","Instagram Random Comments For Girls [ Females ] [ Max - 5K ] [ Lifetime guarantee ] [ High quality ]","5.04","3.6","25","50000","wizsmm","726e9894-f5d8-4d68-9ca3-4a46fb2f9937"
"instagram","Instagram SPLIT Saves ➗ | Super-Fast ⚡️ | Last 100 posts [Enter Username]","0.266","0.19","10000","100000","wizsmm","7288319f-bf5d-40cd-a76f-9821a09d4fa5"
"instagram","Instagram Brazil Followers [All Flags] [Very Low Drop] [R30] [5-10K/D] [Instant]","3.024","2.16","10","20000","wizsmm","749c7d8b-1737-418f-8f08-c572dbff6a50"
"instagram","Instagram Germany Story Views [ All Stories ] [ Real ]","11.872","8.48","30","200","wizsmm","74ec85b1-05ea-46de-93ce-8633a1015108"
"instagram","🇪🇸👩 SR - Instagram Spanish Female Followers | 30 Days Refill ♻️ | Max 150K | 100% Female Spanish | Business 💼️ | 10K per Hour","37.926","27.09","20","100000","wizsmm","75377357-e357-4f3b-ba08-ab0b7670f1c1"
"instagram","Taiwan Traffic from Instagram","0.56","0.4","500","1000000","wizsmm","753bfd59-915e-4bc1-8bbf-9970f0ea95f4"
"instagram","🇦🇪 Instagram Arabic Female Likes | 30 Days Refill | %100 Arabic Users | 10K Per Hour","2.184","1.56","20","100000","wizsmm","7623f90f-3fb8-4b5d-bc38-6825e8df3786"
"instagram","🇪🇸👩❤️ SR - Instagram Spanish Women Likes | 30 Days Refill ♻️ | Max 200K | 100% Spanish Women | Business 💼️ | 10K per Hour","1.904","1.36","20","150000","wizsmm","771903ba-5278-4b25-8cd7-60c766601d9b"
"instagram","🇧🇷 Instagram Brazil likes – [ Max – 50k ] [ Mix, 10k/day ] [ UHQ ] INSTANT","0.462","0.33","10","20000","wizsmm","7736189f-9dca-4709-a54c-207abab23d6f"
"instagram","Instagram SPLIT Likes [FEMALE] | Last 400 posts [Enter Username]","1.05","0.75","8000","1000000","wizsmm","778dcc80-d4cc-411c-a1fb-fed886720a45"
"instagram","6534 - German Instagram Package [Auto Story Views with Impressions] [Subscription for One Month]","386.4","276","500","20000","wizsmm","7868b510-6d03-41f5-888a-07b74c9bebb2"
"instagram","Instagram | Comments | Extremely Fast | MEXICO | Male | Random Positive | Emojis | Start: Instant | Speed: 20K/day","21.294","15.21","10","100","wizsmm","789c791f-eda9-4956-8313-9e47965a5672"
"instagram","Instagram Followers [ Real Quality ] [ 50k/day ] [ 30 Days Refill BUTTON ] INSTANT","1.288","0.92","10","100000","wizsmm","78c11ba4-f9c8-49d3-a9d1-5e79c1273bb4"
"instagram","Instagram Real Arab Followers [High Quality] [Cancel Enabled] [50K/D] [Instant]","3.528","2.52","50","50000","wizsmm","7a2f6572-076d-4e84-a8be-5174d176a02a"
"instagram","Instagram Indian Likes - [ FEMALE  ] ALWAYS INSTANT","0.602","0.43","10","3000","wizsmm","7aea066f-5976-49b9-80f0-9443a70ca2d1"
"instagram","Instagram | Comments | Extremely Fast | JAPAN | Male | Random Positive | Emojis | Start: Instant | Speed: 20K/day","21.294","15.21","10","100","wizsmm","7b04fd39-2b41-4648-9a41-948825284774"
"instagram","Instagram Korean Followers [Real Exclusive] [30 Days Refill] [10K/D] [Instant]","58.8","42","10","20000","wizsmm","7b2ce85c-d2e7-4019-8e46-06a7791f2249"
"instagram","WorldWide Traffic from Instagram","0.294","0.21","500","1000000","wizsmm","7c4a9b37-c5f3-40d9-8981-fe9c2d0af1b8"
"instagram","Instagram Likes - [ Worldwide ] [ High Quality ] [ Superfast,  Non Drop ] INSTANT","0.336","0.24","10","500000","wizsmm","7d83a7f8-aed5-4266-b035-6128b7e83706"
"instagram","Instagram Indian Likes [Premium Quality] [No Drop] [50K/D] [Instant]","0.476","0.34","10","50000","wizsmm","7d85ed83-0196-4c62-ae76-ca0c83e837b8"
"instagram","Spain Traffic from Instagram","0.56","0.4","500","1000000","wizsmm","7dc1cb86-3c0a-4092-b062-e15f84dd2586"
"instagram","Instagram | Comments | Extremely Fast | MEXICO | Male | Random Positive | Texts [SPANISH] | Start: Instant | Speed: 20K/day","26.208","18.72","10","100","wizsmm","7f835b41-2dbf-4cf4-aa02-632c38e89e1e"
"instagram","🇮🇹 Instagram Italy Followers | 30 Days Refill | %100 Italy Users 🇮🇹 | 10K Per Day","21.336","15.24","20","25000","wizsmm","80b9f84c-f9a1-417e-8c82-9d597ee114f7"
"instagram","Instagram South Asia Likes (India, Pakistan, etc.) - [ AR30 - 100% Real ]","1.806","1.29","10","5000","wizsmm","80c0eb4d-c7f3-4e84-96a9-e105b5179fe3"
"instagram","Instagram | Comments | Extremely Fast | WW | Female | Random Positive | Texts [ENGLISH] | Start: Instant | Speed: 20K/day","14.742","10.53","10","100","wizsmm","816151d8-9d53-4416-adb5-95d5aae147bf"
"instagram","Instagram | Comments | Extremely Fast | ARAB | Male | Random Positive | Emojis | Start: Instant | Speed: 20K/day","21.294","15.21","10","100","wizsmm","8199d046-2d95-4850-afe8-13a955015c1f"
"instagram","Instagram Korean Likes [Real Exclusive] [30 Days Refill] [10K/D] [Instant]","10.08","7.2","10","20000","wizsmm","82f42b96-16ab-4815-a068-8f2926400499"
"instagram","Instagram Asia Followers (Indonesia, Thailand, etc.) [ AR30 - 100% Real ]","4.536","3.24","5","2000","wizsmm","8459a818-2b3b-4aa1-9af9-db68e9b3d156"
"instagram","Instagram Indian Followers [Cancel Enabled] [10K/D] [Instant]","0.658","0.47","20","10000","wizsmm","850ded7b-1369-4768-bd9a-02d1787bce6b"
"instagram","Instagram Russian Real Followers [500/D/D] [0-12/H]","76.272","54.48","20","2000","wizsmm","860369bd-fb1a-4dca-bcb5-0c2c0b1522c1"
"instagram","Instagram Likes | Japan | MQ | Fast | 100% Japan","5.558","3.97","20","10000","wizsmm","88a5e277-b914-42e5-a7af-1a285db47bdb"
"instagram","🇫🇷 Instagram France Custom Comments – [ Non-Drop ] [ Authentic Service ] [ Female ] NO REFILL","193.62","138.3","5","500","wizsmm","88eb132d-aac4-4161-a70f-601c7e98d63b"
"instagram","🇪🇸❤️ SR - Instagram Spanish Likes | 30 Days Refill ♻️ | Max 200K | 100% Spanish | Business 💼️ | 10K per Hour","1.904","1.36","20","250000","wizsmm","88ffd385-621b-4885-85f0-4d54f092ff6b"
"instagram","Instagram Saves [ 𝐂𝐡𝐞𝐚𝐩 𝐒𝐞𝐫𝐯𝐞𝐫 ] [ 🚀100K ] [ Instant Start ] [ Cancel Button ] [ ♻️365D ]","0.07","0.05","100","2147483647","wizsmm","89ca8301-0d26-47c2-ae14-a3ee67801a45"
"instagram","🇨🇳 Instagram China Likes - [ 30 Days Refill ] [ 500-1k/day ] INSTANT","12.6","9","10","40000","wizsmm","8a90eb4e-4259-475f-8ecf-e0705a83545b"
"instagram","💎🇺🇸 Instagram Likes [USA - HQ] [NON-DROP]","2.352","1.68","20","20000","wizsmm","8a91e28e-0867-4724-b848-f6b11c9dcd20"
"instagram","Instagram Shares Reels with check","0.224","0.16","20","1000000","wizsmm","8aa5c321-4a63-46a8-b848-634bb025d4ff"
"instagram","ID:3 | Instagram Followers | 100-300K/D - R90 | Drop Rate: 0-5%","2.66","1.9","10","1000000","wizsmm","0021b9dc-49f3-4115-b84f-5ad2b81874cc"
"instagram","🇹🇷 Instagram Turkish Male Likes | 30 Days Refill  | %100 Turkish Users 🇹🇷 | 10K Per Hour","2.142","1.53","20","150000","wizsmm","8ba62120-9bd2-4b14-86d3-213956afe17c"
"instagram","Instagram | Comments | Extremely Fast | WW | Male | Random Positive | Texts [THAI] | Start: Instant | Speed: 20K/day","14.742","10.53","10","100","wizsmm","8bf6952a-fb4d-48e9-ab59-1b540596c989"
"instagram","Instagram Korean Male Followers [High Quality] [30 Days Refill] [1-2K/D] [Start 10 Minutes] [Working]","70.56","50.4","10","25000","wizsmm","8ce8010e-3c68-4813-a6d1-26304e6e7a6f"
"instagram","Instagram Followers [Indian App] [Mix Accounts] [No Refill] [100K/D] [Instant]","1.05","0.75","10","1000000","wizsmm","8d108913-4481-4e2a-87d9-a60a80115339"
"instagram","Instagram Russian + CIS Real Followers [100/D/D] [0-12/H]","16.8","12","50","5000","wizsmm","8d2d83d9-44f3-462c-a21c-73060abc56f6"
"instagram","Instagram Followers [Asia] [Super Real] [100-500/D] [0-12/H]","25.2","18","10","1000","wizsmm","8d35c15f-9c77-4270-9b53-efb2b916fa41"
"instagram","Instagram Comment Likes - [ 1,000/Day ] [ Good Quality ]","4.536","3.24","25","5000","wizsmm","8e40da57-aa84-4f47-83ad-37cf4211c44c"
"instagram","Instagram SPLIT Comments ➗ | Random 🎲 | Positive EMOJIS 😃❤️🥰👏 | Super-Fast ⚡️ | Last 40 posts [Enter Username]","10.5","7.5","400","4000","wizsmm","8e9de769-f31f-4330-932f-772543d1f91b"
"instagram","Instagram Kazakhstan Real Followers [50/D/D] [0-12/H]","76.272","54.48","20","500","wizsmm","8f493f17-5488-4ceb-8df3-3c881160597f"
"instagram","Instagram Reels + TV + Video Views - [ Working On All Link ] ALWAYS INSTANT","0.07","0.05","100","2147483647","wizsmm","8f4cc1b1-f215-4019-937f-a660fac17709"
"instagram","Instagram Scrape Data - [ Media Likers ] 24 Hours Delivery","1.722","1.23","500","1000000","wizsmm","8f60e0d3-fa6e-44bb-a002-bb3bc7fe0f5a"
"instagram","Pakistan Traffic from Instagram [LQ]","0.238","0.17","88","88888888","wizsmm","8f68ac8a-0f24-4f1d-809e-30aeffce12f7"
"instagram","Instagram | Comments | Extremely Fast | ARAB | Female | Random Positive | Emojis | Start: Instant | Speed: 20K/day","21.294","15.21","10","100","wizsmm","8f7c55a9-f057-409f-8570-a3cbd2b345e1"
"instagram","🇧🇷 Instagram Brazil Emoji Comments - [ 50/day ] 1-12 HRS","47.502","33.93","1","250","wizsmm","90e71aa0-348e-46f0-aba2-934b7200e40d"
"instagram","1060 - Instagram Random Emoji Comment 🙌👏😢😍😮😂🔥❤️[20K]","8.19","5.85","1","20000","wizsmm","91042459-f561-4a2b-94c9-11d77cde1a8a"
"instagram","Instagram | Comments | Extremely Fast | INDIA | Male | Random Positive | Texts [HINDI] | Start: Instant | Speed: 20K/day","26.208","18.72","10","100","wizsmm","91c31ddd-a14c-441a-8a1d-2c61f7408b56"
"instagram","Instagram Germany Saves [ Real ]","17.878","12.77","10","200","wizsmm","91df626b-eaaf-4662-a562-691fb304ee59"
"instagram","Instagram Auto Shares [10M] [Ultrafast] [Own Server] 🔥⚡","0.098","0.07","10","100000000","wizsmm","92ccc674-7dcd-49de-8845-f5941e6ecf1b"
"instagram","🇳🇬 Instagram Nigerian Female Followers | 30 Days Refill | %100 Nigerian Users 🇮🇹 | 3K Per Hour","10.668","7.62","20","20000","wizsmm","9312e96e-3c7f-482e-b681-6554a16d908e"
"instagram","Instagram USA Likes [No Drop] [R30] [10-20K/D] [Instant]","0.462","0.33","10","10000","wizsmm","940ab0a4-3888-47cc-99e9-74934016f038"
"instagram","Instagram Story Views + Reach + Impressions + Profile Visits [One Story Only]","4.2","3","75","5000","wizsmm","946f02af-8cf8-44a3-b106-5dd0beb24ebb"
"instagram","South Korea Traffic from Instagram","0.56","0.4","500","1000000","wizsmm","94864305-7cdb-4e26-b364-7f626df77b4a"
"instagram","Instagram Costum Comments [Instant Delivery]","13.44","9.6","1","50000","wizsmm","95ca70ec-6ec1-4b6e-96f1-2b956beb59e4"
"instagram","Instagram | Comments | Extremely Fast | WW | Female | Random Positive | Emojis | Start: Instant | Speed: 20K/day","11.466","8.19","10","100","wizsmm","95cc7f50-2368-48a4-a648-a3e08a4abc19"
"instagram","Instagram Followers from America and Europe [AR30 - 100%]","4.536","3.24","5","2000","wizsmm","98933ab6-2a6f-4da2-bc2b-94a68eb1ba5f"
"instagram","Instagram | Comments | Extremely Fast | WW | Male | Random Positive | Texts [HINDI] | Start: Instant | Speed: 20K/day","14.742","10.53","10","100","wizsmm","9ae3040f-4c67-41a4-b575-b4936433d1e7"
"instagram","Instagram Germany Female Story Views + Likes [ All Stories ] [ Real ]","13.888","9.92","30","100","wizsmm","9aea3342-216d-4fbc-889e-57d048522782"
"instagram","Instagram Followers [Europe] [Super Real] [100-500/D] [0-12/H]","35.84","25.6","50","1000","wizsmm","9c77ffb4-4a00-4416-963e-327255192186"
"instagram","🇹🇷 Instagram Turkish Likes | 30 Days Refill  | %100 Turkish Users 🇹🇷 | 10K Per Hour","2.142","1.53","20","300000","wizsmm","9cf3cdcd-708d-4a26-a092-04f8cc86d4eb"
"instagram","Instagram Followers - [ Max - 2M ] [ 100k/day ] [ 30 Days Refill BUTTON ] INSTANT","1.218","0.87","10","100000","wizsmm","9dcbe542-589c-497c-82ae-c7427eb040da"
"instagram","Instagram Comments UA [Ukraine]","52.78","37.7","1","40","wizsmm","9e25101e-80df-4ebf-9c32-41c0b2549cc9"
"instagram","Instagram | Comments | Extremely Fast | WW | Male | Random Positive | Texts [ARAB] | Start: Instant | Speed: 20K/day","14.742","10.53","10","100","wizsmm","9e5ed981-afe5-4a8e-89b9-b866274d1dcc"
"instagram","📊 Instagram -  Impressions  + Profile Visit | Max 400K | HQ | Cancel Enable | Instant Start","0.112","0.08","10","5000000","wizsmm","9f6ba738-db63-44c2-95a6-67dca3443e2d"
"instagram","Instagram Impression [ Explore ]","0.077","0.055","10","1000000","wizsmm","a0062401-b65b-4188-8a44-ed2db098dca9"
"instagram","🇮🇳 Instagram Positive Emoji Comments [ Max - 5k ] [ Real Indian ] 0-6 HRS","8.848","6.32","10","400000","wizsmm","a036090d-e7d6-41d4-875c-1a10278441a2"
"instagram","💎🇺🇸 Instagram Likes [USA - Real] [90 Days Refill]","7.056","5.04","10","10000","wizsmm","a1d9c24c-7a68-4120-b5a7-a57c9327e6db"
"instagram","Instagram Shares + Engagement","0.112","0.08","100","10000000","wizsmm","a26e400a-4e7d-4de9-9cd9-6304c716fda8"
"instagram","Instagram Indian Likes [Premium Quality] [No Drop] [Lifetime Guaranteed] [50K/D] [Instant]","0.588","0.42","10","50000","wizsmm","a2704b54-60b9-4f90-a46e-0a9e659d50d5"
"instagram","Instagram SPLIT Impressions + Reach ➗ | Super-Fast ⚡️ | Last 20 posts [Enter Username]","0.266","0.19","2000","100000","wizsmm","a28c9e6e-7fed-40df-b83d-2e78cfb5dc46"
"instagram","Instagram Profile Visits | 🚀1M/Day | 🔥Instant Start","0.07","0.05","10","1000000","wizsmm","a2edd28c-6af0-474e-b038-b333ef183f27"
"instagram","Instagram SPLIT Comments ➗ | Random 🎲 | Positive EMOJIS 😃❤️🥰👏 | Super-Fast ⚡️ | Last 30 posts [Enter Username]","10.5","7.5","300","3000","wizsmm","a3b71efb-8a69-43e0-8afd-41d91b2413a3"
"instagram","Instagram Impressions [Instant]","0.084","0.06","100","5000000","wizsmm","a3c0c2e3-a801-4fc7-b91f-b2897390d8dc"
"instagram","Instagram SPLIT Views ➗ | Super-Fast ⚡️ | Last 30 videos [Enter Username]","0.196","0.14","3000","1000000","wizsmm","a516b562-7040-4c44-a41a-f54ecd860984"
"instagram","Instagram | Comments | Extremely Fast | WW | Male | Random Positive | Texts [ITALIAN] | Start: Instant | Speed: 20K/day","14.742","10.53","10","100","wizsmm","a54878ba-3c19-4b4a-a8fa-016024fcc8b6"
"instagram","🇮🇳 Instagram Story Views - [ All Stories ]  INSTANT","0.182","0.13","100","15000","wizsmm","a54d630c-d5b0-4757-8e6d-45bd8e08edaa"
"instagram","Instagram | Comments | Extremely Fast | KOREA | Gender MIX | Random Positive | Texts [KOREAN] | Start: Instant | Speed: 20K/day","21.294","15.21","10","100","wizsmm","a60195c5-5f07-4a61-b98b-6ff3bd23d198"
"instagram","Instagram Comment Likes - [ 10k-20k/day ] INSTANT","5.46","3.9","25","10000","wizsmm","a6096f57-dc5a-4a5b-a761-9d898bfc496e"
"instagram","Instagram Comment Likes [Max 100K]","0.924","0.66","1","100000","wizsmm","a610cb0f-65d4-4bba-ba7a-8280055ad093"
"instagram","Instagram Latinos Likes (Latin America and Mexico) - [ AR30 - 100% Real ]","1.806","1.29","10","5000","wizsmm","a64d729d-4af8-46cb-a602-cc8d3c7930d2"
"instagram","Instagram Korean Likes [5K/D] [Instant]","1.484","1.06","20","200000","wizsmm","a75876d9-04a5-4aa5-8a7a-d82fa13b5436"
"instagram","▷💃 Instagram Latin Story Views | %100 Latin Users","0.49","0.35","20","50000","wizsmm","a88b5a85-ac85-42da-82ce-94b18435c062"
"instagram","Instagram SPLIT Saves ➗ | Super-Fast ⚡️ | Last 20 posts [Enter Username]","0.266","0.19","2000","100000","wizsmm","aa1a83ae-1bf7-4302-8ea4-b72c51ccce1a"
"instagram","▷🇮🇹 Instagram Italian Story Views | %100 Italian Users","0.49","0.35","20","50000","wizsmm","aa361f80-e7a1-47d7-87b4-e0711dbf0623"
"instagram","Instagram Views for photos from Explore","0.014","0.01","10","100000000","wizsmm","aa4fccbc-f8b8-45fd-a6c0-cc7f50e566b5"
"instagram","Instagram Germany Male Story Views  [ Real ]","12.726","9.09","30","100","wizsmm","ab28b18a-4c39-455f-872a-05f851ad9a2b"
"instagram","🇪🇬 💙Egyptian Instagram Like HQ 1K","1.092","0.78","50","1000","wizsmm","ac881873-7e3c-480d-aae0-2e93ef782ede"
"instagram","Vietnam Traffic from Instagram [LQ]","0.238","0.17","88","88888888","wizsmm","ad4124a6-3602-4712-bca0-1751fb5b6335"
"instagram","Instagram SPLIT Saves ➗ | Super-Fast ⚡️ | Last 500 posts [Enter Username]","0.266","0.19","50000","200000","wizsmm","ad63bd57-c05f-47d6-93d4-4dae6d19b41b"
"instagram","Instagram Reach | 🚀1M/Day | 🔥Instant Start","0.07","0.05","10","1000000","wizsmm","ae4af8dd-42e8-4f42-bddb-7d0c33a8b240"
"instagram","Instagram SPLIT Likes ➗ | Super-Fast ⚡️ | Last 50 posts [Enter Username]","0.448","0.32","5000","100000","wizsmm","ae744758-e767-42cb-bd3f-e7bc9c9a14f7"
"instagram","Instagram Comments | Korea | MQ | Random | Emojis | Fast","8.19","5.85","1","200","wizsmm","aea8198d-4d5b-4334-8082-3adde08f4122"
"instagram","Instagram Reposts + Reach","0.826","0.59","10","10000","wizsmm","b0120ec3-392d-4849-bf8d-b3ed264fb815"
"instagram","Instagram Impressions","0.042","0.03","100","1000000","wizsmm","b05a50e7-9632-4b2a-9d9b-6500d48c9658"
"instagram","Instagram Reposts + Reach [Cancel Enabled] [10K/D] [Instant]","0.812","0.58","10","10000","wizsmm","b1a088a4-4755-4558-ba55-cf28795f3027"
"instagram","Instagram | Comments | Extremely Fast | COLOMBIA | Female | Random Positive | Texts [SPANISH] | Start: Instant | Speed: 20K/day","26.208","18.72","10","100","wizsmm","b2d49aef-9813-4b49-85cc-1e49bd7ca333"
"instagram","Instagram Followers S2 – [ Real ] [ High Quantity ] [ Non-Drop ] NO REFILL","32.466","23.19","50","10000","wizsmm","b2eb02b0-09d4-4c7b-bd31-b1512bb51cf5"
"instagram","Instagram Comment Likes - [ Order with Username ] [ Smooth Service ] INSTANT","4.2","3","10","20000","wizsmm","b4243bd3-d32a-4528-ad96-ee1d6dd6d8a4"
"instagram","Instagram Likes - [ Max - 2M ] [ Real ] [ SUPERFAST ] [ 30 Days Refill ] INSTANT","0.308","0.22","100","200000","wizsmm","b54c01fb-becf-4da3-a263-a39da42f465d"
"instagram","Instagram Likes [Real] [No Drop] [Cancel Enabled] [10K/D] [0-10/M]","0.084","0.06","1","1000000","wizsmm","b5760f05-0cac-4456-aaec-6fb8d2a18ec3"
"instagram","Instagram SPLIT Likes [REAL HUMANS] ➗ | Super-Fast ⚡️ | Last 300 posts [Enter Username]","3.332","2.38","30000","200000","wizsmm","b6875322-b980-4159-8272-62d271a74ea2"
"instagram","🇳🇬 Instagram Nigerian Male Followers | 30 Days Refill | %100 Nigerian Users 🇮🇹 | 3K Per Hour","10.668","7.62","20","100000","wizsmm","b6b0d2bf-86c3-4b0e-8fbd-9a4caee0d0c7"
"instagram","Instagram Germany Male Story Views [ Real ]","8.47","6.05","30","100","wizsmm","b6bd2cac-a3cf-4be9-87ec-a29fb87df552"
"instagram","Instagram SPLIT Likes [REAL HUMANS] ➗ | Super-Fast ⚡️ | Last 200 posts [Enter Username]","3.332","2.38","20000","200000","wizsmm","b7ccd46c-7021-4d9e-8c24-078188082d33"
"instagram","Instagram Like + Comment + Follow [Italy]","80.64","57.6","10","3000","wizsmm","b9243f8d-0ff4-4a18-9c26-525856bea1b2"
"instagram","Instagram Likes ~ 50K/Day ~ High Quality ~ R30 ♻️","0.154","0.11","100","1000000","wizsmm","b9291fdb-5c32-4b34-89f3-8c33de0369da"
"instagram","Instagram USA Random Comments [High Quality] [30 Days Refill] [200] [0-8/H]","72.576","51.84","5","200","wizsmm","b93334da-74a5-4a1d-9552-215b44552be6"
"instagram","Instagram Story Views [All Stories] [200K/D] [Instant]","0.168","0.12","100","200000","wizsmm","ba5ea719-55ee-4cb6-8f44-a8004e782fc5"
"instagram","7474 - Instagram Engagements + Shares + Reach + Impressions","1.344","0.96","100","1000000","wizsmm","babdc5c3-b7f5-4990-9a26-c194bf23afb4"
