"platform","name","rate_per_1k","cost_per_1k","min_qty","max_qty","provider","id"
"instagram","🇧🇷 Instagram Followers [Max: 40K] [Refill: 30D] [Start Time: 0 - 1 Hour] [Speed: Up to 10K/Day] ♻️💧⛔","5.5822","3.9873","10","56000","wizsmm","46290467-82f2-4ab6-a742-3a972d397b05"
"instagram","Instagram Custom Comments [🇪🇺 Europe] Super Real [Max: 2000] [🏷️ Discount]","573.3","409.5","4","2000","wizsmm","098f98b3-122b-49de-bd83-04bcce1cc645"
"instagram","Instagram Custom Comments [🇫🇷 France] Super Real [Max: 300]","819","585","4","300","wizsmm","e0e5d808-9055-4ba3-9fde-d7002e84da2f"
"instagram","Instagram Custom Comments [🇺🇸 USA &amp; 🇬🇧 UK] Super Real [Max: 500]","819","585","4","500","wizsmm","110b3009-10a8-4924-9d4c-aa544cdd7678"
"instagram","Instagram Custom Comments [🇪🇸 Spain] Super Real	 [Max: 100]","819","585","4","100","wizsmm","c028f1cd-d500-4c1d-a3e5-155b5af26cce"
"instagram","Instagram Custom Comments [🇸🇪 Sweden] Super Real [Max: 100]","819","585","4","200","wizsmm","5805dbc6-a2bc-4d57-ac7a-c87b1aa2c932"
"instagram","Instagram Custom Comments [Scandinavia] Super Real [Max: 400]","819","585","4","400","wizsmm","29203101-4a64-4739-9c29-36a9989b1dee"
"instagram","Instagram Random Comments [🇺🇸 USA &amp; 🇬🇧 UK] Super Real [Max: 500]","819","585","4","500","wizsmm","0ec9dbb9-951a-4dd5-a9aa-96d4cb851b69"
"instagram","Instagram Random Comments [🇫🇷 France] Super Real [Max: 300]","819","585","4","300","wizsmm","f13c5556-4e03-4776-9b3f-f5928ec9f759"
"instagram","Instagram Random Comments [🇫🇷 France] Super Real [Male] [Max: 300]","982.8","702","4","120","wizsmm","1e167b41-b921-446c-ab7d-f1688b1dbaa3"
"instagram","Instagram Random Comments [🇫🇷 France] Super Real [Female] [Max: 300]","982.8","702","4","180","wizsmm","0932a440-73bb-4561-9036-44aa4ea05d65"
"instagram","Instagram Random Comments [🇪🇸 Spain] Super Real [Max: 100]","819","585","4","100","wizsmm","04f99e50-533b-4d33-8ebe-63a43d22bc37"
"instagram","Instagram Followers [🇫🇷 France] Super Real [Male] [Max: 120]","819","585","5","120","wizsmm","5c60e9c4-2170-4007-b4a8-f65f5eeaaf1a"
"instagram","Instagram Followers [🇸🇪 Sweden] Super Real [Male] [Max: 35]","819","585","5","100","wizsmm","1f04494d-8e1c-4886-9e62-f1def1989b22"
"instagram","Instagram Followers [🇸🇪 Sweden] Super Real [Female] [Max: 65]","819","585","5","100","wizsmm","b18fdb2d-94f1-45ed-bba7-1109665143b2"
"instagram","Instagram Custom Comments [🇪🇺 Europe] Super Real [Male] [Max: 600] [🏷️]","737.1","526.5","4","600","wizsmm","da94542c-c343-4204-b3cd-225ff8300cd6"
"instagram","Instagram Custom Comments [🇪🇺 Europe] Super Real [Female] [Max: 1200] [🏷️]","737.1","526.5","4","1200","wizsmm","fc01b545-c1ce-4919-b790-634ad3006198"
"instagram","Instagram Custom Comments [🇫🇷 France] Super Real [Male] [Max: 120]","982.8","702","4","120","wizsmm","624ded62-a77d-4a5d-8b4c-78a4d77913f0"
"instagram","Instagram Custom Comments [🇫🇷 France] Super Real [Female] [Max: 180]","982.8","702","4","180","wizsmm","1aa33c73-b6af-487d-9dda-fc889edc08cf"
"instagram","Instagram Custom Comments [🇺🇸 USA &amp; 🇬🇧 UK] Super Real [Male] [Max: 150]","982.8","702","4","150","wizsmm","bd29d297-f7fd-4b6c-883e-945a0368d80e"
"instagram","Instagram Custom Comments [🇺🇸 USA &amp; 🇬🇧 UK] Super Real [Female] [Max: 350]","982.8","702","4","350","wizsmm","c183ed53-5fef-4245-9fe4-35220692d9c0"
"instagram","Instagram Custom Comments [🇪🇸 Spain] Super Real [Male] [Max: 40]","982.8","702","4","40","wizsmm","d6abd428-24f9-40c2-9b71-59922fb0b333"
"instagram","Instagram Custom Comments [🇪🇸 Spain] Super Real [Female] [Max: 60]","982.8","702","4","60","wizsmm","3be2da10-a5b0-45cc-a505-ac1907f8e986"
"instagram","Instagram Custom Comments [🇸🇪 Sweden] Super Real [Male] [Max: 35]","982.8","702","4","100","wizsmm","5c4e3830-6b32-4ecf-928c-5b430ca65de2"
"instagram","🇫🇷Instagram Followers [FRANCE] [Max: 1K] [Refill: Non Drop] [Start Time: 0 - 8 Hrs] [Speed: Up to 100/D]","33.1625","23.6875","25","1000","wizsmm","470de302-6685-4248-93d8-ef132d8bf868"
"instagram","Instagram Comments [CUSTOM] [HIGH END] [Max: 100] [Start Time: 2 Hours] [Speed: 100/Day]","12.6","9","10","10000","wizsmm","4710059a-eec6-4eb4-9623-46a1c7c86875"
"instagram","🇹🇷Instagram Likes [TURKEY] [Refill: No] [Max: 3K] [Start Time: 0-1 Hour] [Speed: 100/Day] 🔥","0.1225","0.0875","10","500000","wizsmm","474c175c-17b2-4536-9c76-3703a52dafed"
"instagram","Instagram Auto Likes [FROM APP] [Refill: AR30] [Max: 100K] [Start Time: 0 - 1 Hour] [Speed: Up to 5K/Day]","0.525","0.375","100","150000","wizsmm","47e54b14-cdb8-4244-9133-b35449813390"
"instagram","Instagram Custom Comments [🇸🇪 Sweden] Super Real [Female] [Max: 65]","982.8","702","4","100","wizsmm","eef502dc-80db-4f53-bda6-3c3b74275745"
"instagram","Instagram Custom Comments [Scandinavia] Super Real [Male] [Max: 120]","982.8","702","4","120","wizsmm","d2f4f22f-c64f-406d-af61-c48e2f4b7f4c"
"instagram","Instagram Custom Comments [Scandinavia] Super Real [Female] [Max: 280]","982.8","702","4","280","wizsmm","b7609715-89f7-4c70-909d-d928f4b2ff57"
"instagram","Instagram Phenomenon Raffle Followers |10-15K Package | Wednesday 20:00","95.102","67.93","1","1","wizsmm","b925ec60-fecd-4c74-a8a6-a858a69cb743"
"instagram","Instagram Phenomenon Raffle Followers |15-25K Package | Friday 20:00","141.596","101.14","1","1","wizsmm","429c7f45-1c56-4696-9157-a8e019b6d273"
"instagram","Instagram Nigerian Custom Comments","27.72","19.8","20","5000","wizsmm","ddaa0b4a-8e7b-4c91-a40c-f2bd18cae8b8"
"instagram","Instagram Brazil Custom Comments","31.08","22.2","5","100000","wizsmm","a244694a-85c7-4431-8a79-ba48b798976b"
"instagram","Instagram Latin American Custom Comments","31.08","22.2","5","100000","wizsmm","7605f44a-d923-4a48-8923-bb2710666153"
"instagram","Instagram French Custom Comments","31.08","22.2","5","100000","wizsmm","974349bf-a02e-4231-9d56-53f9b7e134e6"
"instagram","Instagram Spanish Custom Comments","31.08","22.2","5","100000","wizsmm","9adfed31-dbab-4d7f-b80f-472fc37b1bab"
"instagram","Instagram Power Likes [Last 15 Posts] [Package 50-150K] [Non Drop] [Start Time: 0-1 Hour] [Speed: 50K/Day]","16.415","11.725","50000","150000","wizsmm","487e74a3-5d47-4db7-a772-016c16f413a6"
"instagram","Instagram Followers [SPAM ON : WAITING / SPAM OF SUCCESS] [AI] [Refill: 15 Days] [Max: 100K] [Start Time: 0 - 1 Hour] [Speed: 20K/Day] 💧♻️","2.0832","1.488","100","150000","wizsmm","488ca6c3-e869-46e9-b0bd-8e3deec6430a"
"instagram","Instagram Likes [60 Likes Per Minute] [Max: 10K] [Start Time: 0-1 Hour]","1.89","1.35","20","10000","wizsmm","4891cfa2-a96b-4b1b-bd5a-382839e27640"
"instagram","🇰🇷 Instagram Power Comments [10K+ Followers] [SOUTH KOREA] [Random 40 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","9.24","6.6","1000","1000","wizsmm","48f96e1d-636e-445a-bf3d-5036d65a67e4"
"instagram","Instagram EMERGENCY Views [Max: 500K] [Start Time: 0 - 1 Hr] [Speed: 50K/D] 💧","0.1137","0.0812","100","100000000","wizsmm","4939b9a7-7bab-4b11-b3a4-1834c54bcdfb"
"instagram","🇪🇬Instagram VERIFIED Comments [EGYPTIAN] [4 Comments] 🔵","4.9216","3.5154","1","1","wizsmm","4a5641ac-1e4d-4234-8671-6a5ad212b59a"
"instagram","Instagram Followers [SPAM OFF] [Refill: No] [Max: 5K] [Start Time: 0-1 Hr] [Speed: Up to 5K/D] 💧⛔","0.9625","0.6875","10","5000","wizsmm","4a754eff-3f79-42ed-b9e7-638ed88eca6d"
"instagram","Instagram Auto Views [Max: 9M] [Start Time: 0-1 Hour] [Speed: 100K/Day]","0.0039","0.0028","10","217545811","wizsmm","4b03381a-6d7a-4140-8e19-ed07770e873e"
"instagram","Instagram Views [REEL + IGTV + POSTS] [Max: 9M] [Start Time: 0-1 Hour] [Speed: 100K/Day]","0.14","0.1","10","10000000","wizsmm","4b18631a-1d3c-45de-ba53-af2e156fb6dd"
"instagram","Instagram Power Likes [Last 25 Posts] [Package 50-150K] [Non Drop] [Start Time: 0-1 Hour] [Speed: 50K/Day]","27.3525","19.5375","50000","150000","wizsmm","4b7e1328-a3aa-4d21-a95c-8091df522f13"
"instagram","Instagram Likes - KR","13.566","9.69","10","10000","wizsmm","054a7509-032c-4388-a112-6c599f3d6aef"
"instagram","MOROCCO - Real Followers | Instant-start | Engagement Possible | [10K] ⛔","9.828","7.02","10","10000","wizsmm","87a92089-0209-4ed1-8352-35fec0abd7c2"
"instagram","MOROCCO - Real Likes | Instant-start | No Drops | Engagement Possible | [10K] ⛔","3.276","2.34","10","10000","wizsmm","287148e6-6a8e-4f4c-80f6-009b1a4658a6"
"instagram","MOROCCO - Real Male Likes | Instant-start | No Drops | Engagement Possible | [5K] ⛔","4.914","3.51","10","5000","wizsmm","20982bb9-bdcc-4f9e-9a46-70df81028161"
"instagram","MOROCCO - Real Comments | Random | Instant-start | No Drops |  Engagement Possible | [10K] ⛔","9.828","7.02","10","200","wizsmm","27a607b9-2794-4a53-8a6e-3cbc21f65dd1"
"instagram","MOROCCO - Real Comments | MALE | Instant-start | No Drops |  Engagement Possible | [10K] ⛔","11.466","8.19","10","200","wizsmm","f0df5e02-db42-431c-827d-1a5404d5f4a0"
"instagram","MOROCCO - Real Story Views | Instant-start | No Drops |  Engagement Possible | [1K] ⛔","1.638","1.17","10","1000","wizsmm","4db4d957-b95f-4eda-a835-e1aad22bb5a8"
"instagram","MOROCCO - Real Story Views | MALE | Instant-start | No Drops |  Engagement Possible | [1K] ⛔","2.464","1.76","10","1000","wizsmm","d00dbb1a-ab8b-46f0-9dc1-5aaae25a927e"
"instagram","Instagram Engagement Package [🇪🇺 Europe] Super Real [🏷️ Discount]","81.9","58.5","1","1","wizsmm","9dc77b42-6ff2-4bda-a4c5-df7c21101389"
"instagram","Instagram Engagement Package [🇫🇷 France] Super Real","40.95","29.25","1","1","wizsmm","3ef0d8b8-f848-4505-af1b-2d27b639e43e"
"instagram","Instagram Engagement Package [🇺🇸 USA &amp; 🇬🇧 UK] Super Real","40.95","29.25","1","1","wizsmm","2e605e56-2c13-42f6-9578-0d01c8729b3e"
"instagram","Instagram Engagement Package [🇪🇸 Spain] Super Real","40.95","29.25","1","1","wizsmm","a9c4817b-a411-4307-a9f4-131564486b73"
"instagram","Instagram Engagement Package [Scandinavia] Super Real","40.95","29.25","1","1","wizsmm","cc342843-231d-40b6-b9be-1a0d59d9f24d"
"instagram","Instagram Engagement Package [🇫🇷 France] Super Real [Basic]","16.38","11.7","1000","1000","wizsmm","b19bef7f-edf4-41a3-85e6-9159ccf5a327"
"instagram","Instagram Engagement Package [🇫🇷 France] Super Real [Standard]","81.9","58.5","1000","1000","wizsmm","4108ce46-4ce0-4d4d-b5a1-f104c9c9071e"
"instagram","Instagram Engagement Package [🇫🇷 France] Super Real [Pro]","163.8","117","1000","1000","wizsmm","c1713551-6c5f-4850-bf2e-eeab0ca07af4"
"instagram","Instagram Engagement Package [🇺🇸 USA &amp; 🇬🇧 UK] Super Real [Basic]","16.38","11.7","1000","1000","wizsmm","3582537a-4c7c-4150-9d9d-88f3a5301dd2"
"instagram","Instagram Engagement Package [🇺🇸 USA &amp; 🇬🇧 UK] Super Real [Standard]","81.9","58.5","1000","1000","wizsmm","c8f9a6c2-8817-4f3d-bdc4-bd8ac8687410"
"instagram","Instagram Engagement Package [🇺🇸 USA &amp; 🇬🇧 UK] Super Real [Pro]","163.8","117","1000","1000","wizsmm","e788866d-cb62-453a-bd02-f345062b49aa"
"instagram","Instagram Engagement Package [🇪🇸 Spain] Super Real [Basic]","16.38","11.7","1000","1000","wizsmm","b752a158-5dfc-4c16-b5cd-af68a32f1513"
"instagram","Instagram Engagement Package [🇪🇸 Spain] Super Real [Standard]","81.9","58.5","1000","1000","wizsmm","bf9d1fc0-e355-4437-8a9c-9b67d9895e7a"
"instagram","Instagram Engagement Package [🇪🇸 Spain] Super Real [Pro]","163.8","117","1000","1000","wizsmm","db240d2f-7ede-48e4-a567-e05bdb10dd77"
"instagram","Instagram Engagement Package [🇸🇪 Sweden] Super Real [Basic]","16.38","11.7","1000","1000","wizsmm","83562d3f-6dac-4c76-9e76-b93542b9e61a"
"instagram","Instagram Engagement Package [🇸🇪 Sweden] Super Real [Standard]","81.9","58.5","1000","1000","wizsmm","ebc57d57-95bb-4a52-9c7f-ee194485b690"
"instagram","Instagram Engagement Package [🇸🇪 Sweden] Super Real [Pro]","163.8","117","1000","1000","wizsmm","03ca5372-7f50-421c-b894-0af2f686be09"
"instagram","Instagram Likes [🇸🇪 Sweden] Super Real [Male] [Max: 35]","122.85","87.75","5","100","wizsmm","9df051a9-3a8a-46b3-9d23-ea12ebc2188d"
"instagram","Instagram Likes [🇸🇪 Sweden] Super Real [Female] [Max: 65]","122.85","87.75","5","100","wizsmm","65c146a4-1f95-4a93-abfe-9bccd0d3df41"
"instagram","Instagram Male Likes [Premium] [NON DROP] [Max: 2K] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","13.965","9.975","30","6050","wizsmm","4d92734c-8ea3-4d56-90ac-1aed90d9e2b8"
"instagram","Instagram Likes + Impressions [10 Likes Per Minute] [Max: 10K] [Start Time: 0-1 Hour]","2.1","1.5","20","10000","wizsmm","4e70918a-188d-496a-81eb-4486b6dcc5b6"
"instagram","🇺🇸 🇬🇧 Instagram Likes [Male] [USA/UK] [Refill: No Drop] [Max: 6K] [Start Time: 0 - 3 Hrs] [Speed: Up to 3K/D] 💧","10.374","7.41","30","6050","wizsmm","4ebc001c-e92f-4cf2-a31a-bd080f20d21f"
"instagram","Instagram Views [All Videos] [Max: 1M] [Start Time: 0-1 Hour] [Speed: 10K/Hour] 💧","0.4172","0.298","100","100000000","wizsmm","4ec4885e-337a-4e0a-b6ae-0ccb60391b7f"
"instagram","Instagram Views [Max: 5M] [Start Time: 0-1 Hour] [Speed: INSTANT] ⛔","1.925","1.375","100","100000000","wizsmm","50174899-ebb9-439c-9696-87986c8ca8a8"
"instagram","🇰🇷 Instagram Power Comments [10K+ Followers] [SOUTH KOREA] [Random 10 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","4.536","3.24","1000","1000","wizsmm","508c913d-f1ef-43c9-b753-4849f74087aa"
"instagram","🌎 WW Instagram Power Comments [10K+ Followers] [Random 40 Comments] [EXPLORE PAGE] [Max: 40] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","8.4","6","1000","1000","wizsmm","509ee41f-e82d-4d8e-ad98-1e8f72c5cca7"
"instagram","Instagram Followers [WORKING] [Refill: 365D] [Max: 200K] [Start Time: 0-1 Hr] [Speed: Up to 100K/D] 💧⛔♻️","1.827","1.305","10","10000000","wizsmm","50efa818-2347-4457-8372-69f346b941a3"
"instagram","Instagram Followers USA","16.8","12","10","25000","wizsmm","b53e276f-224b-486c-b77f-43cbdd2a8f0c"
"instagram","Instagram Views [Max: 5M] [Start Time: 1 Hour] [Speed: 500K/Day]","0.2923","0.2088","100","100000000","wizsmm","511320bf-962c-45e6-9151-3caba5e5d5d1"
"instagram","Instagram Followers[Max: 1M] [Refill:365D] [Start Time: 0 - 1 Hour] [Speed: 100K/Day] ♻️","1.2005","0.8575","1","10000000","wizsmm","519c09f9-1732-460d-9b62-47b85dc8a180"
"instagram","Instagram Likes [Refill: No] [Max: 10K] [Start Time: 1H] [Speed: 10K/Day]","0.1026","0.0733","1","100000","wizsmm","52409eec-ec24-4d9a-aa18-3c60a18e402c"
"instagram","Instagram Followers [3K] [AUTO R15] [1H - INSTANT] 💧⛔♻🔥","7.056","5.04","10","12000","wizsmm","526b7580-7b65-4ec9-90db-b8d3d23b2ec8"
"instagram","Instagram Auto Views [Max: 10M] [Start Time: 0-1 Hour] [Speed: 10M/Day]","0.35","0.25","100","100000000","wizsmm","526f56f9-dc31-4165-a0e6-13d4a23914a7"
"instagram","Instagram Followers [Refill: 365D] [Max: 100K] [Start Time: 0 - 2 Hrs] [Speed: Up to 100K/D] 💧♻️⛔️","0.84","0.6","100","1000000","wizsmm","52a15711-7ba5-44c6-9ae2-778cda2352c0"
"instagram","🇺🇸 Instagram Followers [USA] [Refill: 30 Days] [Private Accounts] [Start Time: 0 - 1 Hour] [Speed: 3K/Day]","10.85","7.75","20","3000","wizsmm","52cdf173-952d-4d19-af2a-d37fa7755d60"
"instagram","Instagram Auto Likes [Refill: 90D] [Max: 150K] [Start Time: 0-1 Hr] [Speed: 150K/Day]","0.0916","0.0654","1","1000000","wizsmm","535c67f0-d7ff-4cbe-8136-3632c59ad49d"
"instagram","Instagram Story Views [GULF ARAB] [Max: 5K] [Refill: No] [Start Time: 0 - 3 Hrs] [Speed: 5K/D]","0.3675","0.2625","20","5000","wizsmm","53a8b98e-92bf-4474-b643-9574ef5f49c5"
"instagram","⚠️🔥🎇Instagram Comments [NON DROP] [Max: 500] [Start Time: 0-1 Hour] [Speed: 24 Hours Delivery]","352.8","252","5","2500","wizsmm","5414c29f-9125-4a76-84d8-2f000af45ad2"
"instagram","Instagram Auto Views [All Posts] [Max: 10M] [Start Time: 0-5 Minutes] [Speed:100K/Hour] 💧","1.8806","1.3433","100","100000000","wizsmm","5433bb71-dd52-48cb-8d67-43eae8b1da1c"
"instagram","Instagram Arabic Likes","3.36","2.4","20","100000","wizsmm","b6fc5a0c-fe7b-44d0-8473-a5416c9d9f10"
"instagram","Instagram Power Comments [10K+ Followers] [Random 40 Comments] [EXPLORE PAGE] [Max: 40] [Start Time: 0-1 Hour] [Speed: 10/Hour]","8.4","6","1000","1000","wizsmm","54a9de8e-66ba-479e-9e4b-c484ec35d1a7"
"instagram","Instagram Views [All Videos] [Max: 5M] [Start Time: Instant] [Speed: 5M/Day]","1.764","1.26","100","100000000","wizsmm","54c7de42-e648-46a2-aef9-3fe3d865e23b"
"instagram","🇧🇷 Instagram Likes [BRAZIL] [Refill: 30 Days] [Max: 40K] [Start Time: 0-1 Hour] [Speed: Up to 15K/Day] 💧♻️","1.0084","0.7203","10","75000","wizsmm","54d1688f-c148-4139-a0aa-0fb6ada07f40"
"instagram","Instagram Auto Likes [HQ] [BEST QUALITY] [Refill: No] [Max:10K] [Start Time: 0-1 Hour] [Speed: 5K/Day] 🔥🔥🔥","0.315","0.225","10","500000","wizsmm","55123176-2119-4e6e-bf07-7f577bf308dc"
"instagram","Instagram Profile Visits [Max: 500K] [Start Time: 0 - 1 Hr] [Speed: 50K/Day]💧⛔","0.035","0.025","10","1000000","wizsmm","551edab7-b2ac-41c4-90b5-162f60effee1"
"instagram","🇧🇷Instagram Likes [BRAZIL] [Refill: No] [Max: 40K] [Start Time: 6 Hours] [Speed: 200/Hour] 💧","1.225","0.875","10","50000","wizsmm","552ec5d7-0408-4c29-8a23-666b7d2f5614"
"instagram","Instagram Followers [Max: 1M] [Refill: No] [Start Time: 0 - 1 Hr] [Speed: 30K/D]💧","0.9275","0.6625","10","1000000","wizsmm","552f8e8a-5b1b-45e5-9172-a85d9cf8cd86"
"instagram","🇺🇸 / 🇬🇧 USA - UK Instagram Power Comments [10K+ Followers] [Random 100 Comments] [EXPLORE PAGE] [Max: 100] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","15.12","10.8","1000","1000","wizsmm","55546c28-72d1-42ee-b64c-b5cc8e80c852"
"instagram","Instagram Followers [10-20% Drop] [Refill: No] [Max: 300K] [Start Time: 0-1 Hour] [Speed: 10-15K/Day]","2.8892","2.0637","20","10000000","wizsmm","5556dcb5-5e74-4e87-ae4d-a5898c95fdc2"
"instagram","🇧🇷 Instagram Power Comments [10K+ Followers] [BR] [Random 20 Comments] [EXPLORE PAGE] [Max: 20] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","7.14","5.1","1000","1000","wizsmm","5561e699-8d8e-48b7-8545-987af5d3a12e"
"instagram","Instagram Followers [REAL USERS] [Max: 1M] [Refill: No] [Start Time: 0 - 1 Hr] [Speed: 50K/Day] 💧⛔","1.2172","0.8694","10","1000000","wizsmm","559b6e65-084e-4f64-b230-827cb2b81f30"
"instagram","Instagram Followers [SPAM ON : WAITING / SPAM OF SUCCESS] [AI] [Refill: No] [Max: 5K] [Start Time: 0-1 Hr] [Speed: 5K/D] 💧🔥","3.29","2.35","10","5000","wizsmm","5631f158-a559-45e5-ba47-8370c181b520"
"instagram","Instagram Followers [Refill: 30 Days] [Max: 30K] [Start Time: 1 Hour] [Speed: 5K/Day] ♻️","2.0328","1.452","100","30000","wizsmm","564eac21-5851-4a69-87fb-cfa0029118a6"
"instagram","Instagram Followers [SPAM ON] [Refill: 365D] [Max: 1M] [Start Time: 0 - 6Hrs] [Speed: Up to 100K/D] ♻️💧⛔","2.1315","1.5225","10","10000000","wizsmm","566d3877-6317-40e6-a3c7-25aafd780a4d"
"instagram","🇧🇷 Instagram Auto Likes [BRAZIL][Max: 10K] [Start Time: 0 - 1 Hr] [Speed: 5K/Day]","1.1375","0.8125","10","10000","wizsmm","567213a8-eba5-4739-b353-268d02da84fe"
"instagram","Instagram Live Video Comments [RANDOM] [MALE] [Refill: No] [Max: 2K] [Start Time: INSTANT] [Speed: INSTANT]","12.6","9","50","2000","wizsmm","568fa6ed-abbb-476f-9fed-8878aa0e2dc6"
"instagram","Instagram Views [ALL LINKS] [Max: 10M] [Start Time: 0-1 Hr] [Speed: 1M/Day] 💧","0.28","0.2","100","100000000","wizsmm","56a034fe-56ee-4b1b-a82a-85e2ffba3442"
"instagram","Instagram Shares [Max: 1M] [Start Time: 0 -1 Hr] [Speed: 100K/D]💧⛔","0.0175","0.0125","10","1000000","wizsmm","56a3ea1d-1944-415a-9500-8377fba0e5f4"
"instagram","🇪🇬Instagram Likes [EGYPT] [Refill: No] [Max: 20K] [Start Time: 1 Hour] [Speed: 5K/Day]","5.46","3.9","100","50000","wizsmm","5723abae-48bd-418b-b79d-e8e97f9d5451"
"instagram","Instagram Nigeria Views [100K] 🇳🇬","2.786","1.99","100","100000000","wizsmm","14e11978-3f48-43a9-8ee2-fc4d4e2c21bd"
"instagram","Instagram Nigeria Story views [2K] 🇳🇬","20.888","14.92","100","5000","wizsmm","ed558970-e338-495e-a8b5-9c0231999f44"
"instagram","Instagram Nigeria Likes [5K] 🇳🇬","27.846","19.89","100","5000","wizsmm","c1e689d0-7862-4e2a-8897-886414ff2d1f"
"instagram","Instagram Nigeria Likes [AUTO] [5K] 🇳🇬","27.846","19.89","100","5000","wizsmm","14fa71f1-02f1-4fd2-a6b7-46b4a1db8f20"
"instagram","Instagram Nigeria Comments [5K] 🇳🇬","27.846","19.89","50","5000","wizsmm","b86611e3-97e3-4b2f-9f28-6323c350b206"
"instagram","Instagram Nigeria Comments [AUTO] [5K] 🇳🇬","27.846","19.89","50","5000","wizsmm","f5d47a53-0859-45ce-9d29-4b08e5ffa2d4"
"instagram","Instagram Nigeria Comments [UNIQUE VOTES] [5K]","34.818","24.87","50","5000","wizsmm","09c517af-9239-4648-baf4-97bceaaec0cf"
"instagram","Instagram Nigeria Followers [10K] 🇳🇬","34.818","24.87","200","10000","wizsmm","f64e9bfe-b9bd-4c23-b69a-07794ae053ed"
"instagram","Instagram Nigeria Followers [5K] [S2] 🇳🇬","41.776","29.84","100","5000","wizsmm","c3697cdf-371b-4513-8cb1-e23486c97ad8"
"instagram","Instagram Nigeria Followers [S3] [100K] 🇳🇬","27.846","19.89","1","1","wizsmm","03dddc78-a3f9-49aa-ae52-418ed9a0d2e6"
"instagram","Instagram Nigeria Followers [S4] [50K] 🇳🇬","20.888","14.92","1","1","wizsmm","29213791-6d95-4a00-8006-5ef973432442"
"instagram","Instagram Followers [AFRICAN PROFILES] [30D AR] [REAL]","20.888","14.92","100","5000","wizsmm","c833c441-3fc9-4735-84e2-7c7d8cbf55bd"
"instagram","Instagram Followers [EASTERN AFRICA]","20.888","14.92","1000","1000","wizsmm","a8f7d849-be82-4fd8-ab3c-1b2c24433fd7"
"instagram","Instagram Followers [SOUTHERN AFRICA]","20.888","14.92","1000","1000","wizsmm","33f7338e-1503-4c58-b8a8-be313beea63e"
"instagram","Instagram Followers [WESTERN AFRICA]","20.888","14.92","1000","1000","wizsmm","dd0fbdea-7bcf-4409-abbb-5700b2c7630a"
"instagram","Instagram Followers [SPAM ON] [Refill: 90D] [Max: 1M] [Start Time: 0-1 Hr] [Speed: Up to 100K/D] 💧⛔♻️","3.185","2.275","1","10000000","wizsmm","57ebe47c-465e-46b2-87ce-bd5bcfeb7ec8"
"instagram","🇪🇬Instagram VERIFIED Followers [EGYPTIAN] [7 Followers] [1 ORDER PER ACCOUNT] 🔵","8.9057","6.3612","1","1","wizsmm","58b438c2-efbd-4299-bd10-056bf31a93b4"
"instagram","🇺🇸 / 🇬🇧 USA - UK Instagram Power Comments [10K+ Followers] [Random 40 Comments] [EXPLORE PAGE] [Max: 40] [Start Time: 0-1 Hour] [Speed: 1 Hour Delivery]","9.24","6.6","1000","1000","wizsmm","58bd8102-c36d-491f-82cf-9a3bac22bbac"
"instagram","935 - Instagram All Link View [100M] [Instant Superfast]","0.07","0.05","100","2147483647","wizsmm","32aaf20e-dfc6-4c92-8b42-f26695a9755c"
"instagram","962 - EMERGENCY - Instagram Video View All Link [100M] [Instant Superfast] 🔥","0.168","0.12","100","2147483647","wizsmm","78f81db2-a05b-45ea-8ebc-19c53036a798"
"instagram","675 - Instagram Like High Quality Non Drop HOUR 10K Speed [Max 20K] ⛔","0.266","0.19","1","10000000","wizsmm","4df2fd22-a7d3-4ec2-9cae-e5233c08c7ec"
"instagram","Instagram Auto Impression [Tags] [Max: 10K] [Start Time: 0-1 Hour] [Speed: 10K/Day]","0.1114","0.0796","10","100000000","wizsmm","58d3e22f-fa1b-42e4-bd9a-bc7a108dd387"
"instagram","Instagram Followers [Max 1M] [SPAM ON] [Start Time: 0 - 1Hr] [Refill: No] [Speed: Up to 50K/D] 💧⛔","1.232","0.88","10","5000000","wizsmm","593ab3f4-5ef1-4a58-a123-b67d13281675"
"instagram","🇺🇸Instagram Comments [RANDOM - USA] [150] [Start Time: 0 - 1 Hour] [Speed: 150/Day]","51.87","37.05","5","150","wizsmm","593df1e0-ed08-432a-9edd-24a2cd245821"
"instagram","ID:3 | Instagram Followers | 100-300K/D - R90 | Drop Rate: 0-5%","2.66","1.9","10","1000000","wizsmm","0021b9dc-49f3-4115-b84f-5ad2b81874cc"
"instagram","Instagram Views [10M] [Start Time: Instant] [Speed: 10M/Day]","1.5225","1.0875","100","100000000","wizsmm","595124a5-26ef-4356-86cb-34312775d117"
"instagram","Instagram Likes + Impressions [50 Likes Per Minute] [Max: 10K] [Start Time: 0-1 Hour]","2.1","1.5","20","10000","wizsmm","5954eb1c-bd9a-4c6c-86e3-10869919a956"
